csd_code,q,Stoichiometry,num_atoms,ligands_list,tm_oxs,ligands_q_list,reduction_pot
IVEVOW,0,C19H26BCl2FeNO2,52,"['Cc1c(C)c(C)[c-](C)c1C', 'Cl[B-]1(Cl)[C]N1C1CCCCC1', '[C-]#[O+]', '[C-]#[O+]']",2,"[-1, -1, 0, 0]",1.5202826023188318
YUQZER,0,C24H22B2FeN12P6,67,"['c1ccc([B-](n2cpcn2)(n2cpcn2)n2cpcn2)cc1', 'c1ccc([B-](n2cpcn2)(n2cpcn2)n2cpcn2)cc1']",2,"[-1, -1]",0.22888730508026606
XATVIX,0,C20H31FeNO2Si2,57,"['C[Si-](C)[O+]=c1ccccn1[Si-](C)C', 'Cc1c(C)c(C)[c-](C)c1C', '[C-]#[O+]']",2,"[-1, -1, 0]",0.5189839077772695
POZJUK,0,C24H34FeO4Si2,65,"['C[Si](C)(C)[c-]1c2c([c-]([Si](C)(C)C)c1=O)CCCC2', 'OCc1ccccc1', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0]",1.3572768564313609
APINIX,1,C17H34FeNO6P2(1+),61,"['CC#N', 'COP(OC)OC', 'COP(OC)OC', 'Cc1[cH-]c(C)c(C)c1C']",2,"[0, 0, 0, -1]",0.838148905638813
CIRTOO,0,C19H27F6FeN5O6S2,66,"['CN1CCN(C)CCN(Cc2nc3ccccc3n2C)CC1', 'O=S(=O)([O-])C(F)(F)F', 'O=S(=O)([O-])C(F)(F)F']",2,"[0, -1, -1]",0.14220981001128835
GUCBIR,0,C23H19F6FeN5O6S2,62,"['Cc1cccc(N=C2N=C(N(C)c3cccc(C)n3)c3ccccc32)n1', 'O=S(=O)([O-])C(F)(F)F', 'O=S(=O)([O-])C(F)(F)F']",2,"[0, -1, -1]",1.357990721626172
AJIMOV,0,C21H22BF10FeIO3P2,61,"['CP(C)C', 'CP(C)C', 'C[C]O[B-](O)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F', '[C-]#[O+]', '[I-]']",2,"[0, 0, -1, 0, -1]",1.1053689824823196
WIZWEJ,0,C21H35FeNO2P2,62,"['CP(C)C', 'CP(C)C', '[C-]#[O+]', '[CH2-]CCCC', '[O-]c1cccc2cccnc12']",2,"[0, 0, 0, -1, -1]",0.33754635761565305
DEDREL,0,C30H22FeO5S2Se,61,"['O=C([Se-])c1cc(C(=O)SCc2ccccc2)cc(C(=O)SCc2ccccc2)c1', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",1.2079434307806414
OVOLOB,0,C26H37FFeNP3,69,"['CP(C)C', 'CP(C)C', 'CP(C)C', 'Fc1ccc[c-]c1C=Nc1cccc2ccc[c-]c12']",2,"[0, 0, 0, -2]",-0.3279546509315498
DEDKII,0,C18H30FeN8O6S2,65,"['CS(=O)(=O)[O-]', 'CS(=O)(=O)[O-]', 'Cn1ccnc1', 'Cn1ccnc1', 'Cn1ccnc1', 'Cn1ccnc1']",2,"[-1, -1, 0, 0, 0, 0]",0.28958244192967514
FUPSAM,0,C24H18FeN8O2,53,"['[O-]C(=NN=Cc1ccccn1)c1ccncc1', '[O-]C(=NN=Cc1ccccn1)c1ccncc1']",2,"[-1, -1]",0.4789129932570127
ODOVOU,0,C30H30FeN2O4,67,"['CC1=C([O-])N(c2c(C)cc(C)cc2C)[C]N(c2c(C)cc(C)cc2C)C1=O', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",1.4355137536641942
GIQCUE,0,C28H25FeN2O4P,61,"['CN1c2ccccc2OP12([c-]1cccc1)Oc1ccccc1N2C', '[C-]#[O+]', '[C-]#[O+]', '[CH2-]c1ccccc1']",2,"[-1, 0, 0, -1]",1.017406394053724
WOQFEQ,0,C26H24FeN10O6,67,"['CO', 'CO', 'O=C([O-])c1cc(-n2cccn2)nc(-n2cccn2)c1', 'O=C([O-])c1cc(-n2cccn2)nc(-n2cccn2)c1']",2,"[0, 0, -1, -1]",0.8638578209145062
NAMLEV,0,C32H20F2FeN4O2,61,"['[O-]c1ccc(F)cc1C=Nc1cccc2cccnc12', '[O-]c1ccc(F)cc1C=Nc1cccc2cccnc12']",2,"[-1, -1]",-0.11354840593320253
NEXKOS,0,C24H28B2FeN12O2,69,"['CO', 'CO', '[BH3-]C#N', '[BH3-]C#N', 'c1ccn2c(-c3cnccn3)nnc2c1', 'c1ccn2c(-c3cnccn3)nnc2c1']",2,"[0, 0, -1, -1, 0, 0]",1.1630578731119285
QOHWAM,0,C20H20Cl2FeN4O4S4,55,"['O=C(NN=C1SCCS1)c1ccccc1O', 'O=C(NN=C1SCCS1)c1ccccc1O', '[Cl-]', '[Cl-]']",2,"[0, 0, -1, -1]",-0.04774772595129678
KUHQOV,0,C30H20FeN8Se2,61,"['[N-]=C=[Se]', '[N-]=C=[Se]', 'c1cc(Nc2nccc3ccccc23)nc(-c2cccc(Nc3nccc4ccccc34)n2)c1']",2,"[-1, -1, 0]",0.19930651037651154
KUWGUE,1,C20H38ClFeP4(1+),64,"['CP(C)CCP(C)C', 'CP(C)CCP(C)C', '[C]=Cc1ccccc1', '[Cl-]']",2,"[0, 0, 0, -1]",0.7257844157128905
XOTMUP,1,C15H34FeO9P3(1+),62,"['C1=C[CH-]CC=C1', 'COP(OC)OC', 'COP(OC)OC', 'COP(OC)OC']",2,"[-1, 0, 0, 0]",1.5694314076143419
NOCQEB,0,C33H29FeO2P,66,"['Cc1cccc(C[C-]=O)c1', '[C-]#[O+]', 'c1cc[cH-]c1', 'c1ccc(P(c2ccccc2)c2ccccc2)cc1']",2,"[-1, 0, -1, 0]",0.8457833146399512
FIJGOX,1,C20H33FeS3(1+),57,"['C1CCC2SCCSCCSC2C1', 'Cc1c(C)c(C)[c-](C)c1C']",2,"[0, -1]",0.4050231435170895
LIKJIB,0,C32H20FeO4,57,"['O=c1[c-](-c2ccccc2)c(-c2ccccc2)c(-c2ccccc2)[c-]1-c1ccccc1', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0]",1.4377457236811961
FIMCAH,0,C22H26FeN12O4,65,"['[NH-]C(=O)CN1[C]N(CN2[C]N(CC(N)=O)C=C2)C=C1', '[NH-]C(=O)CN1[C]N(CN2[C]N(CC(N)=O)C=C2)C=C1']",2,"[-1, -1]",-0.6122419220810171
FESVEF,0,C26H24FeN6O2S2,61,"['C(=Cc1ccncc1)c1ccncc1', 'C(=Cc1ccncc1)c1ccncc1', 'O', 'O', '[N-]=C=S', '[N-]=C=S']",2,"[0, 0, 0, 0, -1, -1]",0.5296782705980039
QEHHOC,-1,C12H36ClFeN2Si4(1-),56,"['C[Si](C)(C)[N-][Si](C)(C)C', 'C[Si](C)(C)[N-][Si](C)(C)C', '[Cl-]']",2,"[-1, -1, -1]",-1.03375243905166
HIDGIL,0,C22H21FeN7S2,53,"['CC(=NCCCN=Cc1c[nH]c(-c2ccccc2)n1)c1ccccn1', '[N-]=C=S', '[N-]=C=S']",2,"[0, -1, -1]",0.15524309873749048
SOGXOB,0,C27H25FeO3P,57,"['COC[C-]=O', '[C-]#[O+]', 'c1cc[cH-]c1', 'c1ccc(P(c2ccccc2)c2ccccc2)cc1']",2,"[-1, 0, -1, 0]",0.7358182481984359
IXAFAP,0,C26H35FeN2P3,67,"['CP(C)C', 'CP(C)C', 'N#N', '[c-]1ccccc1CP(Cc1[c-]cccc1)c1ccccc1']",2,"[0, 0, 0, -2]",0.42762501473034736
PASKOJ,1,C32H31FeOP2(1+),67,"['CC1=C(C)C2C(P(c3ccccc3)c3ccccc3)CC1P2c1ccccc1', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[0, 0, -1]",1.312152538375006
QOMQOZ,1,C20H20FeN7O5(1+),53,"['CO', 'CO', 'O=[N+]([O-])[O-]', 'c1ccc(-c2nc(-c3ccccn3)nc(-c3ccccn3)n2)nc1']",2,"[0, 0, -1, 0]",0.9796658015533095
MIVQIT,0,C30H26FeO2P2S2,63,"['C(=CP(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1', 'O=[C-]SCC[S-]', '[C-]#[O+]']",2,"[0, -2, 0]",1.0280785167520017
EKAHON,0,C19H30Cl2FeN2,54,"['Cc1cccc(C=NC2CCCCCCCCCCC2)n1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.32355113269748587
RAZCEA,0,C27H25FeO2PS,57,"['CSC[C-]=O', '[C-]#[O+]', 'c1cc[cH-]c1', 'c1ccc(P(c2ccccc2)c2ccccc2)cc1']",2,"[-1, 0, -1, 0]",0.7834810244473969
XIJGUU,0,C26H32FeN6O2,67,"['Cc1cc(C)c(N2[C]N(C)C=C2)c(C)c1', 'Cc1cc(C)c(N2[C]N(C)C=C2)c(C)c1', '[N-]=O', '[N-]=O']",2,"[0, 0, -1, -1]",0.19829221283979664
GUKRIN,0,C30H28Cl2FeN6,67,"['[Cl-]', '[Cl-]', 'c1ccc(CN(Cc2ccccn2)c2ccc(N(Cc3ccccn3)Cc3ccccn3)cc2)nc1']",2,"[-1, -1, 0]",0.246477659610793
FEDRAK,1,C25H24FeN3O2(1+),55,"['Cc1cc(C)c(-[n+]2[c-]c(-c3ccccc3)n(C)n2)c(C)c1', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[0, 0, 0, -1]",1.6362683896477932
EGASEK,0,C20H25FeO7P,54,"['CC([C-]=O)(O[C-]=O)P(C1CCCCC1)C1CCCCC1', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0, 0]",1.2819798866976126
HEHPOB,1,C23H23FeO10(1+),57,"['COC1=CCC(c2cc(OC)c(OC)cc2C(OC(C)=O)OC(C)=O)=C[CH-]1', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-1, 0, 0, 0]",1.242894033035071
LOPTEQ,0,C26H35Cl2FeN3,67,"['C=CCCCN=C(C)c1cccc(C(C)=Nc2c(C(C)C)cccc2C(C)C)n1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.15460409732136055
DUHFUH,0,C23H28F6FeNO2PSi2,64,"['C[Si](C)(C)N(P(C(=C([C-]=O)C(F)(F)F)C(F)(F)F)c1ccccc1)[Si](C)(C)C', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, -1]",1.239695010774798
VEKTOU,0,C20H35FeO2PSi2,61,"['C[Si](C)(C)C(P=C[C-]=O)[Si](C)(C)C', 'Cc1c(C)c(C)[c-](C)c1C', '[C-]#[O+]']",2,"[-1, -1, 0]",1.0911955524694192
ILEKOB,0,C33H33FeP,68,"['C1=C(c2ccccc2)[CH-]C(c2ccccc2)P=C1c1ccccc1', 'Cc1c(C)c(C)[c-](C)c1C']",2,"[-1, -1]",0.36407733418148763
IBAHOK,0,C32H31FeIP2,67,"['CC(CP(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1', '[I-]', 'c1cc[cH-]c1']",2,"[0, -1, -1]",-0.10739604903573169
QAHVOK,0,C26H20FeN14Se2,63,"['Nn1c(-c2ccccn2)nnc1-c1ccccn1', 'Nn1c(-c2ccccn2)nnc1-c1ccccn1', '[N-]=C=[Se]', '[N-]=C=[Se]']",2,"[0, 0, -1, -1]",0.28617231412283745
DOQRIK,0,C11H23F6FeN3O7S2,53,"['CN1CCN(C)CCN(C)CC1', 'O', 'O=S(=O)([O-])C(F)(F)F', 'O=S(=O)([O-])C(F)(F)F']",2,"[0, 0, -1, -1]",0.22709323242705431
CUWHIM,0,C23H32FeN2,58,"['CC1=C(C)N(C)[C]N1C', 'Cc1c(C)c(C)[c-](C)c1C', '[c-]1ccccc1']",2,"[0, -1, -1]",-0.8566716278254607
BEXXOT,0,C24H16FeN10Se2,53,"['[N-]=C=[Se]', '[N-]=C=[Se]', 'c1ccc(-c2nnn3ccccc23)nc1', 'c1ccc(-c2nnn3ccccc23)nc1']",2,"[-1, -1, 0, 0]",0.3898607219836608
SEWYOI,0,C32H30FeP2S2,67,"['CC(=S)[S-]', 'c1cc[cH-]c1', 'c1ccc(P(CP(c2ccccc2)c2ccccc2)c2ccccc2)cc1']",2,"[-1, -1, 0]",0.8357033572346191
MEFFUY,0,C23H26FeO13,63,"['CC(=O)OCC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C([C-]=O)OC(C)=O', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",1.1342345297021097
GUZLES,0,C24H34Cl2FeN4,65,"['[Cl-]', '[Cl-]', 'c1ccc(CN2CCN3CCN(CC2)CCN(Cc2ccccc2)CC3)cc1']",2,"[-1, -1, 0]",-0.3155484757318236
XOMCOS,0,C17H33Cl2FeN3P2,58,"['CC(C)P(Nc1cccc(NP(C(C)C)C(C)C)n1)C(C)C', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.281358326319962
NODKIC,0,C27H26FeN2O2P2,60,"['[N-]=O', '[N-]=O', 'c1ccc(P(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1']",2,"[-1, -1, 0]",0.8145932301862542
UPAGEZ,0,C29H25B2FeN9,66,['c1ccc([B-](c2cccc([B-](c3ccccc3)(n3cccn3)n3cccn3)n2)(n2cccn2)n2cccn2)cc1'],2,[-2],0.3041299132793112
TUTPIJ,0,C18H33Cl2FeN3OP2,60,"['CCCP(CCC)Nc1cccc(NP(CCC)CCC)n1', '[C-]#[O+]', '[Cl-]', '[Cl-]']",2,"[0, 0, -1, -1]",0.9417072267582449
IFILIU,0,C20H29Cl2FeN5O,58,"['CC(C)(C)c1cc(-c2cccc(-c3cc(C(C)(C)C)[nH]n3)n2)n[nH]1', 'CO', '[Cl-]', '[Cl-]']",2,"[0, 0, -1, -1]",0.04276753451664811
LUHYES,0,C21H26BBrFeO2,52,"['CC1=C[C-](C)C(=BBr)C(C)=C1', 'Cc1c(C)c(C)[c-](C)c1C', '[C-]#[O+]', '[C-]#[O+]']",2,"[-1, -1, 0, 0]",0.7962878614530113
MACYIZ,1,C26H23FeNOP(1+),53,"['CC#N', '[C-]#[O+]', 'c1cc[cH-]c1', 'c1ccc(P(c2ccccc2)c2ccccc2)cc1']",2,"[0, 0, -1, 0]",0.9803246267030532
BETSEB,0,C24H24FeN2S4,55,"['[C-]#[N+]C(C)(C)C', '[S-]c1ccccc1SCc1cccc(CSc2ccccc2[S-])n1']",2,"[0, -2]",0.2698905984198284
UVAGIJ,0,C29H31FeN3O2S,67,"['Cc1cc(C)c(N2[C]N(c3c(C)cc(C)cc3C)CC2)c(C)c1', '[C-]#[O+]', '[C-]#[O+]', '[NH-]c1ccccc1[S-]']",2,"[0, 0, 0, -2]",0.7641305605484179
IFIZIH,0,C23H39FeP3S,67,"['CP(C)C', 'CP(C)C', 'CP(C)C', '[CH3-]', '[S-]C(=C1[C]C=CC=C1)c1ccccc1']",2,"[0, 0, 0, -1, -1]",-0.3473182810152952
QUSJAQ,0,C22H24FeN2O2S2,53,"['CC1(C)COC(=C2C=CC=CC2=S)[N-]1', 'CC1(C)COC(=C2C=CC=CC2=S)[N-]1']",2,"[-1, -1]",0.027195403349520586
FEXWUC,0,C28H20Cl2FeN12S2,65,"['Nn1c(-c2ccc(Cl)cc2)nnc1-c1ccccn1', 'Nn1c(-c2ccc(Cl)cc2)nnc1-c1ccccn1', '[N-]=C=S', '[N-]=C=S']",2,"[0, 0, -1, -1]",0.3687430754634658
HOBPOE,0,C23H22BrCl2FeN3,52,"['CC(=Nc1ccccc1)c1cccc(C(C)=Nc2c(C)cc(Br)cc2C)n1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.20364678719426427
EWIVIQ,0,C21H24Cl2FeN4,52,"['[Cl-]', '[Cl-]', 'c1ccc(CN(CCNCc2ccccn2)Cc2ccccn2)cc1']",2,"[-1, -1, 0]",-0.16953985251195042
YIBVAG,0,C23H33FeN2O6P,66,"['COC(=O)C(=[P-])C(C(=O)OC)=C(N(C)C)N(C)C', 'Cc1c(C)c(C)[c-](C)c1C', '[C-]#[O+]', '[C-]#[O+]']",2,"[-1, -1, 0, 0]",0.5130083462638202
REWQOZ,0,C23H26FeN3O9P,63,"['COC(=O)[C-]=C(C(=O)OC)N([N-]c1ccccc1)c1cc(C)ccn1', 'COP(OC)OC', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0]",0.436894817593698
HACBUI,0,C28H24FeNO2P,57,"['CC=C[CH-]C=C[CH-]C#N', '[C-]#[O+]', '[C-]#[O+]', 'c1ccc(P(c2ccccc2)c2ccccc2)cc1']",2,"[-2, 0, 0, 0]",1.131823251615051
NAXPUY,0,C29H29FeO2P,62,"['C[C-]=O', 'Cc1ccc(P(c2ccc(C)cc2)c2ccc(C)cc2)cc1', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",0.8245262716845561
DEJJAE,0,C28H32FeN2O,64,"['Cc1cc(C)c(N2[C]N(c3c(C)cc(C)cc3C)C=C2)c(C)c1', '[C-]#[O+]', '[CH3-]', 'c1cc[cH-]c1']",2,"[0, 0, -1, -1]",-0.05838270431538212
NETGEA,0,C30H22FeN12S2,67,"['[N-]=C=S', '[N-]=C=S', 'c1ccc(N(c2ccccn2)c2ncccn2)nc1', 'c1ccc(N(c2ccccn2)c2ncccn2)nc1']",2,"[-1, -1, 0, 0]",0.3332686805314358
UZEKUG,0,C20H24FeN8S2,55,"['Cc1cc(C)n(CN(Cc2ccccn2)Cn2nc(C)cc2C)n1', '[N-]=C=S', '[N-]=C=S']",2,"[0, -1, -1]",0.2407882872652934
PAKKIW,0,C26H22Cl2FeN4,55,"['Cc1cccc(N=Cc2ccccn2)c1-c1c(C)cccc1N=Cc1ccccn1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.27515421768772336
FIMXIK,0,C22H26B2FeN8O6,65,['CC1=NO[B-]2(c3ccncc3)ON=C(C)C(C)=NO[B-](c3ccncc3)(ON=C1C)ON=C(C)C(C)=NO2'],2,[-2],1.2964441000786777
CAQVEX,0,C22H20FeN6Se2,51,"['[N-]=C=[Se]', '[N-]=C=[Se]', 'c1ccncc1', 'c1ccncc1', 'c1ccncc1', 'c1ccncc1']",2,"[-1, -1, 0, 0, 0, 0]",0.25020461688711376
XECSIJ,1,C18H27FeN4O2(1+),52,"['C1N2CN3CN1CN(C2)C3', 'Cc1c(C)c(C)[c-](C)c1C', '[C-]#[O+]', '[C-]#[O+]']",2,"[0, -1, 0, 0]",1.508810250668535
RAFJAK,0,C20H24Cl2FeN2O2,51,"['CCOC(=O)c1cccc(C(C)=Nc2c(CC)cccc2CC)n1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.3988161025351065
PEWHEG,1,C17H27FeN10(1+),55,"['Cc1nc(C=NCCCN(C)CCCN=Cc2c[nH]c(C)n2)c[nH]1', 'N#[N+][N-2]']",2,"[0, -1]",-0.003561159038346584
TULQOH,0,C26H27Cl2FeN3O,60,"['CC(=Nc1c(C(C)C)cccc1C(C)C)c1cccc(-c2nc3ccccc3o2)n1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.33283684981652667
KARFUF,0,C19H30FeN4O5,59,"['CCOC(=O)C1=C[N-]CCN=CC(C(=O)OCC)=C(C)[N-]CCN=C1C', 'CO']",2,"[-2, 0]",-0.40461843443098927
OXAKII,0,C18H24Cl2FeN6,51,"['Cc1cc(C)n(CN(Cc2ccccn2)Cn2nc(C)cc2C)n1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.025542456075704767
DOMNID,0,C21H24Cl2FeN4,52,"['Cc1cccc(CN(Cc2cccc(C)n2)Cc2cccc(C)n2)n1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.23883464219501677
XIJQUC,0,C20H26F6FeN4O6S2,65,"['Cc1cccc(CN(C)CCN(C)Cc2cccc(C)n2)n1', 'O=S(=O)([O-])C(F)(F)F', 'O=S(=O)([O-])C(F)(F)F']",2,"[0, -1, -1]",0.6203257322125448
GIPROP,0,C28H24Cl2FeN8O2,65,"['COc1ccc(-n2cc(-c3ccccn3)nn2)cc1', 'COc1ccc(-n2cc(-c3ccccn3)nn2)cc1', '[Cl-]', '[Cl-]']",2,"[0, 0, -1, -1]",0.05577690404482977
HUFCUG,0,C14H30Cl2FeN4,51,"['CN1CCCN2CCN(C)CCCN(CC1)CC2', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",-0.2442542643981726
ILEKIV,0,C33H33FeP,68,"['C1=C(c2ccccc2)[CH-]C(c2ccccc2)P=C1c1ccccc1', 'Cc1c(C)c(C)[c-](C)c1C']",2,"[-1, -1]",0.4101311622373183
XOGQIT,0,C26H22FeO2SSi,53,"['Cc1ccc(S[Si-](c2ccccc2)c2ccccc2)cc1', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[-1, 0, 0, -1]",1.4383856940584365
OBOSED,0,C18H25BBr3ClFeN6,55,"['CC(C)c1nn([BH-](n2cc(Br)c(C(C)C)n2)n2cc(Br)c(C(C)C)n2)cc1Br', '[Cl-]']",2,"[-1, -1]",0.5085935323254798
RUJRIZ,1,C19H35FeN3O2P(1+),61,"['CC(C)N(C(C)C)P(N)N(C(C)C)C(C)C', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[0, 0, 0, -1]",1.382096480746039
JOBNOE,0,C21H27BFeOP2,53,"['CP(C)C', '[BH3-]P(c1ccccc1)c1ccccc1', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[0, -1, 0, -1]",1.0011730563921686
QEQFOI,0,C22H18FeN4O8S2,55,"['O=S(=O)([O-])C(O)(c1ccccn1)c1ccccn1', 'O=S(=O)([O-])C(O)(c1ccccn1)c1ccccn1']",2,"[-1, -1]",0.9742680039156626
GUCXOR,0,C27H31Br2FeN3,64,"['CC(=Nc1c(C)cc(C)cc1C)c1cccc(C(C)=Nc2c(C)cc(C)cc2C)n1', '[Br-]', '[Br-]']",2,"[0, -1, -1]",0.17725324907021262
DOMDOA,0,C20H26Cl2FeN2,51,"['CC(=Nc1c(C(C)C)cccc1C(C)C)c1cccc(C)n1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.24863927959130444
IFAPAI,0,C22H26FeN4O3,56,"['Cc1cc(C)c(N2[C]N(c3c(C)cc(C)cc3C)CC2)c(C)c1', '[C-]#[O+]', '[N-]=O', '[N-]=O']",2,"[0, 0, -1, -1]",1.06048133943863
FERBEK,0,C26H38FeNP3,69,"['CP(C)C', 'CP(C)C', 'CP(C)C', '[c-]1ccccc1C=Nc1cccc2ccc[c-]c12']",2,"[0, 0, 0, -2]",-0.4093698695476082
EDOXEC,0,C18H37ClFeN4Si,62,"['CCN(CC)[Si](C)(C)[N-]c1ccccc1', 'CN(C)CCN(C)C', '[Cl-]']",2,"[-1, 0, -1]",-1.396493766735333
OVERAJ,0,C26H18F8FeN4O6S2,65,"['Fc1ccccc1N=Cc1ccccn1', 'Fc1ccccc1N=Cc1ccccn1', 'O=S(=O)([O-])C(F)(F)F', 'O=S(=O)([O-])C(F)(F)F']",2,"[0, 0, -1, -1]",1.012226934745528
ALAVUE,0,C28H31Cl2FeN2PSi,66,"['Cc1cccc(C)c1[N-][P+](c1ccccc1)(c1ccccc1)c1cccc([Si](C)(C)C)n1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",-0.48198661692065253
YICVUC,0,C30H32FeO4Si2,69,"['C[Si](C)(C)[c-]1c2c([c-]([Si](C)(C)C)c1=O)-c1cc3ccc1CCc1ccc(cc1-2)CC3', '[C-]#[O+]', '[C-]#[O+]', '[C-]#[O+]']",2,"[-2, 0, 0, 0]",1.4869780215382071
RADCUW,0,C26H20FeN6O2,55,"['[O-]C(=NN=Cc1ccccn1)c1ccccc1', '[O-]C(=NN=Cc1ccccn1)c1ccccc1']",2,"[-1, -1]",0.46068365535215855
HUPLAF,1,C25H20FeO6P(1+),53,"['Oc1ccc(O)c(P(c2ccccc2)c2cc(O)ccc2O)c1', '[C-]#[O+]', '[C-]#[O+]', 'c1cc[cH-]c1']",2,"[0, 0, 0, -1]",1.2143051209207572
TAYBUT,0,C18H20FeN6O8,53,"['O', 'O', 'O', 'O', 'O=C([O-])c1ccc(-n2cnnc2)cc1', 'O=C([O-])c1ccc(-n2cnnc2)cc1']",2,"[0, 0, 0, 0, -1, -1]",0.9123228359574298
RAVYIX,1,C15H32FeN5S(1+),54,"['CN1CCCN(C)CCN(C)CCCN(C)CC1', '[N-]=C=S']",2,"[0, -1]",0.22879614757407457
GUKLIJ,0,C23H32FeN2O4Si,63,"['CC(C)C1COC(c2[c-]c(C3=NC(C(C)C)CO3)ccc2)=N1', 'C[Si-](C)C', '[C-]#[O+]', '[C-]#[O+]']",2,"[-1, -1, 0, 0]",1.0753521630004277
MAZWIT,0,C31H23Cl2FeN3,60,"['C(=Nc1ccccc1-c1ccccc1)c1cccc(C=Nc2ccccc2-c2ccccc2)n1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.6423623560813858
KUQDUX,0,C16H30F6FeN4O6S2,65,"['CN1CCCN2CCN(C)CCCN(CC1)CC2', 'O=S(=O)([O-])C(F)(F)F', 'O=S(=O)([O-])C(F)(F)F']",2,"[0, -1, -1]",0.0951857248297559
XUMWAE,0,C26H16FeN10S4,57,"['[N-]=C=S', '[N-]=C=S', 'c1ccc(-c2nnc(-c3ccccn3)s2)nc1', 'c1ccc(-c2nnc(-c3ccccn3)s2)nc1']",2,"[-1, -1, 0, 0]",0.4284370817776331
UFEQED,1,C21H36BrFeN4O(1+),64,"['[Br-]', '[C-]#[N+]C(C)(C)C', '[C-]#[N+]C(C)(C)C', '[C-]#[N+]C(C)(C)C', '[C-]#[N+]C(C)(C)C', '[C-]#[O+]']",2,"[-1, 0, 0, 0, 0, 0]",2.0537784790756737
XOYKUR,1,C20H27FeNO4P(1+),54,"['COP(Nc1ccccc1)OC', 'Cc1c(C)c(C)[c-](C)c1C', '[C-]#[O+]', '[C-]#[O+]']",2,"[0, -1, 0, 0]",1.7249544995210575
HOBQEV,0,C25H24Cl2FeN4,56,"['CC(=Nc1ccc(C#N)cc1)c1cccc(C(C)=Nc2c(C)cc(C)cc2C)n1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.24132832157438938
OXAKOO,0,C18H25Cl2FeN5S,52,"['Cc1cc(C)n(CN(CCc2cccs2)Cn2nc(C)cc2C)n1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.1628474342318283
QIXDOS,0,C23H24Cl2FeN2O,53,"['OC(c1ccccc1)(c1ccccc1)C1CCCN1Cc1ccccn1', '[Cl-]', '[Cl-]']",2,"[0, -1, -1]",0.1655008007879884
JOTZUP,0,C18H31Cl2FeNO3P2,58,"['CC(C)P(Oc1cccc(OP(C(C)C)C(C)C)n1)C(C)C', '[C-]#[O+]', '[Cl-]', '[Cl-]']",2,"[0, 0, -1, -1]",0.9559349563845998
XAGBAI,0,C17H33F6FeN3O6S2,68,"['CC(C)N1CCN(C(C)C)CCN(C(C)C)CC1', 'O=S(=O)([O-])C(F)(F)F', 'O=S(=O)([O-])C(F)(F)F']",2,"[0, -1, -1]",0.773929430210625
ETOHOL,0,C17H27FeN7S3,55,"['CN(C)CCN(CCN(C)C)Cc1ccccn1', 'N#CS', '[N-]=C=S', '[N-]=C=S']",2,"[0, 0, -1, -1]",0.02282225171959046
